before	IN	O 	O
during	IN	O	O
hot	JJ	O	O
weather	NN	O	O
.	.	.	.

paralytic	JJ	O	O
ileus	NN	O	O
may	MD	O	O
occur	VB	O	O
in	IN	O	O
patients	NNS	O	O
taking	VBG	O	O
tricyclic	JJ	O	G
antidepressants	NNS	G	G
in	IN	O	O
combination	NN	O	O
with	IN	O	O
anticholinergic-type	JJ	O	O
drugs	NNS	D	D
.	.	.	.

cimetidine	NNP	D	D
is	VBZ	O	O
reported	VBN	O	O
to	TO	O	O
reduce	VB	O	O
hepatic	JJ	O	O
metabolism	NN	O	O
of	IN	O	O
certain	JJ	O	O
tricyclic	JJ	O	G
antidepressants	NNS	G	G
","	","	O	O
thereby	RB	O	O
delaying	VBG	O	O
elimination	NN	O	O
and	CC	O	O
increasing	VBG	O	O
steady-state	JJ	O	O
concentrations	NNS	O	O
of	IN	O	O
these	DT	O	O
drugs	NNS	D	D
.	.	.	.

clinically	RB	O	O
significant	JJ	O	O
effects	NNS	O	O
have	VBP	O	O
been	VBN	O	O
reported	VBN	O	O
with	IN	O	O
the	DT	O	O
tricyclic	JJ	O	G
antidepressants	NNS	G	G
when	WRB	O	O
used	VBN	O	O
concomitantly	RB	O	O
with	IN	O	O
cimetidine	NN	D	D
.	.	.	.

increases	NNS	O	O
in	IN	O	O
plasma	NN	O	O
levels	NNS	O	O
of	IN	O	O
tricyclic	JJ	O	G
antidepressants	NNS	G	G
","	","	O	O
and	CC	O	O
in	IN	O	O
the	DT	O	O
frequency	NN	O	O
and	CC	O	O
severity	NN	O	O
of	IN	O	O
side	JJ	O	O
effects	NNS	O	O
","	","	O	O
particularly	RB	O	O
anticholinergic	JJ	G	O
","	","	O	O
have	VBP	O	O
been	VBN	O	O
reported	VBN	O	O
when	WRB	O	O
cimetidine	NN	D	D
was	VBD	O	O
added	VBN	O	O
to	TO	O	O
the	DT	O	O
drug	NN	D	O
regimen	NN	O	O
.	.	.	.

discontinuation	NN	O	O
of	IN	O	O
cimetidine	NN	D	D
in	IN	O	O
well-controlled	JJ	O	O
patients	NNS	O	O
receiving	VBG	O	O
tricyclic	JJ	O	G
antidepressants	NNS	G	G
and	CC	O	O
cimetidine	NN	D	D
may	MD	O	O
decrease	VB	O	O
the	DT	O	O
plasma	NN	O	O
levels	NNS	O	O
and	CC	O	O
efficacy	NN	O	O
of	IN	O	O
the	DT	O	O
antidepressants	NNS	G	G
.	.	.	.

caution	NN	O	O
is	VBZ	O	O
advised	VBN	O	O
if	IN	O	O
patients	NNS	O	O
receive	VBP	O	O
large	JJ	O	O
doses	NNS	O	O
of	IN	O	O
ethchlorvynol	NN	D	D
concurrently	RB	O	O
.	.	.	.

transient	JJ	O	O
delirium	NN	O	O
has	VBZ	O	O
been	VBN	O	O
reported	VBN	O	O
in	IN	O	O
patients	NNS	O	O
who	WP	O	O
were	VBD	O	O
treated	VBN	O	O
with	IN	O	O
one	CD	O	O
gram	NN	O	O
of	IN	O	O
ethchlorvynol	NN	D	D
and	CC	O	O
75	CD	O	O
-	:	O	O
150	CD	O	O
mg	NN	O	O
of	IN	O	O
amitriptyline	NNP	D	D
hcl	NN	O	O
.	.	.	.

when	WRB	O	O
administered	VBN	O	O
concurrently	RB	O	O
","	","	O	O
the	DT	O	O
following	VBG	O	O
drugs	NNS	D	D
may	MD	O	O
interact	VB	O	O
with	IN	O	O
amphotericin	NN	O	D
b	NN	O	O
:	:	O	O
antineoplastic	JJ	O	O
agents	NNS	O	O
:	:	O	O
may	MD	O	O
enhance	VB	O	O
the	DT	O	O
potential	NN	O	O
for	IN	O	O
renal	JJ	O	O
toxicity	NN	O	O
","	","	O	O
bronchospasm	NN	O	O
and	CC	O	O
hypotension	NN	O	O
.	.	.	.

antineoplastic	JJ	O	O
agents	NNS	O	O
-lrb-	-LRB-	O	O
e.	FW	O	O
g.	FW	O	O
","	","	O	O
nitrogen	NN	O	O
mustard	NN	O	O
","	","	O	O
etc.	FW	O	O
-rrb-	-RRB-	O	O
should	MD	O	O
be	VB	O	O
given	VBN	O	O
concomitantly	RB	O	O
only	RB	O	O
with	IN	O	O
great	JJ	O	O
caution	NN	O	O
.	.	.	.

corticosteroids	NNS	G	G
and	CC	O	O
corticotropin	NN	D	D
-lrb-	-LRB-	O	O
acth	NN	D	D
-rrb-	-RRB-	O	O
:	:	O	O
may	MD	O	O
potentiate	VB	O	O
amphotericin	NN	O	D
b	NN	O	O
-	:	O	O
induced	VBN	O	O
hypokalemia	NN	O	O
which	WDT	O	O
may	MD	O	O
predispose	VB	O	O
the	DT	O	O
patient	NN	O	O
to	TO	O	O
cardiac	JJ	O	O
dysfunction	NN	O	O
.	.	.	.

avoid	VB	O	O
concomitant	JJ	O	O
use	NN	O	O
unless	IN	O	O
necessary	JJ	O	O
to	TO	O	O
control	VB	O	O
side	JJ	O	O
effects	NNS	O	O
of	IN	O	O
amphotericin	NN	O	D
b	NN	O	O
.	.	.	.

if	IN	O	O
used	VBN	O	O
concomitantly	RB	O	O
","	","	O	O
closely	RB	O	O
monitor	VB	O	O
serum	NN	O	O
electrolytes	NNS	O	O
and	CC	O	O
cardiac	JJ	O	O
function	NN	O	O
.	.	.	.

digitalis	NN	G	G
glycosides	NNS	O	G
:	:	O	O
amphotericin	NN	O	D
b-induced	JJ	O	O
hypokalemia	NN	O	O
may	MD	O	O
potentiate	VB	O	O
digitalis	NN	G	G
toxicity	NN	O	O
.	.	.	.

serum	NN	O	O
potassium	NN	D	D
levels	NNS	O	O
and	CC	O	O
cardiac	JJ	O	O
function	NN	O	O
should	MD	O	O
be	VB	O	O
closely	RB	O	O
monitored	VBN	O	O
and	CC	O	O
any	DT	O	O
deficit	NN	O	O
promptly	RB	O	O
corrected	VBN	O	O
.	.	.	.

flucytosine	NNP	D	D
:	:	O	O
while	IN	O	O
a	DT	O	O
synergistic	JJ	O	O
relationship	NN	O	O
with	IN	O	O
amphotericin	NN	O	D
b	NN	O	O
has	VBZ	O	O
been	VBN	O	O
reported	VBN	O	O
","	","	O	O
concomitant	JJ	O	O
use	NN	O	O
may	MD	O	O
increase	VB	O	O
the	DT	O	O
toxicity	NN	O	O
of	IN	O	O
flucytosine	NN	D	D
by	IN	O	O
possibly	RB	O	O
increasing	VBG	O	O
its	PRP$	O	O
cellular	JJ	O	O
uptake	NN	O	O
and/or	CC	O	O
impairing	VBG	O	O
its	PRP$	O	O
renal	JJ	O	O
excretion	NN	O	O
.	.	.	.

imidazoles	NNS	G	G
-lrb-	-LRB-	O	O
e.	FW	O	O
g.	FW	O	O
","	","	O	O
ketoconazole	NN	D	D
","	","	O	O
miconazole	NN	D	D
","	","	O	O
clotrimazole	NN	D	D
","	","	O	O
fluconazole	NN	D	D
","	","	O	O
etc.	FW	O	O
-rrb-	-RRB-	O	O
:	:	O	O
in	FW	O	O
vitro	FW	O	O
and	CC	O	O
animal	JJ	O	O
studies	NNS	O	O
with	IN	O	O
the	DT	O	O
combination	NN	O	O
of	IN	O	O
amphotericin	NN	O	D
b	NN	O	O
and	CC	O	O
imidazoles	NNS	G	O
suggest	VBP	O	O
that	IN	O	O
imidazoles	NNS	G	G
may	MD	O	O
induce	VB	O	O
fungal	JJ	O	O
resistance	NN	O	O
to	TO	O	O
amphotericin	NN	O	D
b.	NNP	O	O
combination	NNP	O	O
therapy	NN	O	O
should	MD	O	O
be	VB	O	O
administered	VBN	O	O
with	IN	O	O
caution	NN	O	O
","	","	O	O
especially	RB	O	O
in	IN	O	O
immunocompromised	JJ	O	O
patients	NNS	O	O
.	.	.	.

other	JJ	O	O
nephrotoxic	JJ	O	O
medications	NNS	O	O
:	:	O	O
agents	NNS	O	O
such	JJ	O	O
as	IN	O	O
aminoglycosides	NNS	G	G
","	","	O	O
cyclosporine	NN	D	D
","	","	O	O
and	CC	O	O
pentamidine	NN	D	D
may	MD	O	O
enhance	VB	O	O
the	DT	O	O
potential	NN	O	O
for	IN	O	O
drug-induced	JJ	O	O
renal	JJ	O	O
toxicity	NN	O	O
","	","	O	O
and	CC	O	O
should	MD	O	O
be	VB	O	O
used	VBN	O	O
concomitantly	RB	O	O
only	RB	O	O
with	IN	O	O
great	JJ	O	O
caution	NN	O	O
.	.	.	.

intensive	JJ	O	O
monitoring	NN	O	O
of	IN	O	O
renal	JJ	O	O
function	NN	O	O
is	VBZ	O	O
recommended	VBN	O	O
in	IN	O	O
patients	NNS	O	O
requiring	VBG	O	O
any	DT	O	O
combination	NN	O	O
of	IN	O	O
nephrotoxic	JJ	O	O
medications	NNS	O	O
.	.	.	.

skeletal	JJ	O	O
muscle	NN	O	O
relaxants	NNS	O	O
:	:	O	O
amphotericin	NN	O	O
b-induced	JJ	O	O
hypokalemia	NN	O	O
may	MD	O	O
enhance	VB	O	O
the	DT	O	O
curariform	NN	O	O
effect	NN	O	O
of	IN	O	O
skeletal	JJ	O	O
muscle	NN	O	O
relaxants	NNS	O	O
-lrb-	-LRB-	O	O
e.g.	FW	O	O
","	","	O	O
tubocurarine	NN	D	D
-rrb-	-RRB-	O	O
.	.	.	.

serum	NN	O	O
potassium	NN	D	D
levels	NNS	O	O
should	MD	O	O
be	VB	O	O
monitored	VBN	O	O
and	CC	O	O
deficiencies	NNS	O	O
corrected	VBN	O	O
.	.	.	.

leukocyte	NN	O	O
transfusions	NNS	O	O
:	:	O	O
acute	JJ	O	O
pulmonary	JJ	O	O
toxicity	NN	O	O
has	VBZ	O	O
been	VBN	O	O
reported	VBN	O	O
in	IN	O	O
patients	NNS	O	O
receiving	VBG	O	O
intravenous	JJ	O	O
amphotericin	NN	O	D
b	NN	O	O
and	CC	O	O
leukocyte	NN	O	O
transfusions	NNS	O	O
.	.	.	.

when	WRB	O	O
administered	VBN	O	O
concurrently	RB	O	O
","	","	O	O
the	DT	O	O
following	VBG	O	O
drugs	NNS	D	D
may	MD	O	O
interact	VB	O	O
with	IN	O	O
ampicillin	NN	D	D
.	.	.	.

allopurinol	NNP	D	D
:	:	O	O
increased	VBN	O	O
possibility	NN	O	O
of	IN	O	O
skin	NN	O	O
rash	NN	O	O
","	","	O	O
particularly	RB	O	O
in	IN	O	O
hyperuricemic	JJ	O	O
patients	NNS	O	O
may	MD	O	O
occur	VB	O	O
.	.	.	.

bacteriostatic	JJ	O	O
antibiotics	NNS	G	G
:	:	O	O
chloramphenicol	NN	D	D
","	","	O	O
erythromycins	NNS	D	G
","	","	O	O
sulfonamides	NNS	G	G
","	","	O	O
or	CC	O	O
tetracyclines	NNS	G	G
may	MD	O	O
interfere	VB	O	O
with	IN	O	O
the	DT	O	O
bactericidal	JJ	O	O
effect	NN	O	O
of	IN	O	O
penicillins	NNS	G	O
.	.	.	.

this	DT	O	O
has	VBZ	O	O
been	VBN	O	O
demonstrated	VBN	O	O
in	IN	O	O
view	NN	O	O
","	","	O	O
however	RB	O	O
","	","	O	O
the	DT	O	O
clinical	JJ	O	O
significance	NN	O	O
of	IN	O	O
this	DT	O	O
interaction	NN	O	O
is	VBZ	O	O
not	RB	O	O
well	RB	O	O
documented	VBN	O	O
.	.	.	.

oral	JJ	O	O
contraceptives	NNS	G	G
:	:	O	O
may	MD	O	O
be	VB	O	O
less	RBR	O	O
effective	JJ	O	O
and	CC	O	O
increased	VBD	O	O
breakthrough	NN	O	O
bleeding	NN	O	O
may	MD	O	O
occur	VB	O	O
.	.	.	.

probenecid	NNP	D	D
:	:	O	O
may	NNP	O	O
decrease	VB	O	O
renal	JJ	O	O
tubular	JJ	O	O
secretion	NN	O	O
of	IN	O	O
ampicillin	NN	D	D
resulting	VBG	O	O
in	IN	O	O
increased	VBN	O	O
blood	NN	O	O
levels	NNS	O	O
and/or	CC	O	O
ampicillin	NN	D	D
toxicity	NN	O	O
.	.	.	.

drug/laboratory	JJ	O	O
test	NN	O	O
interaction	NN	O	O
after	IN	O	O
treatment	NN	O	O
with	IN	O	O
ampicillin	NN	D	D
","	","	O	O
a	DT	O	O
false-positive	JJ	O	O
reaction	NN	O	O
for	IN	O	O
glucose	NN	O	O
in	IN	O	O
the	DT	O	O
urine	NN	O	O
may	MD	O	O
occur	VB	O	O
with	IN	O	O
copper	NN	O	D
sulfate	NN	O	O
tests	NNS	O	O
-lrb-	-LRB-	O	O
benedicts	NNS	O	O
solution	NN	O	O
","	","	O	O
fehlings	NNP	O	O
solution	NN	O	O
","	","	O	O
or	CC	O	O
clinitest	NNP	O	O
tablets	NNS	O	O
-rrb-	-RRB-	O	O
but	CC	O	O
not	RB	O	O
with	IN	O	O
enzyme	NN	O	O
based	VBN	O	O
tests	NNS	O	O
such	JJ	O	O
as	IN	O	O
clinistix	NNP	O	B
and	CC	O	O
glucose	NNP	O	O
enzymatic	JJ	O	O
test	NN	O	O
strip	NNP	O	O
usp	NNP	O	O
.	.	.	.

amprenavir	NNP	D	D
is	VBZ	O	O
metabolized	VBN	O	O
in	IN	O	O
the	DT	O	O
liver	NN	O	O
by	IN	O	O
the	DT	O	O
cytochrome	NN	O	O
p450	NN	O	O
enzyme	NN	O	O
system	NN	O	O
.	.	.	.

amprenavir	NN	D	D
inhibits	VBZ	O	O
cyp3a4	NN	D	D
.	.	.	.

caution	NN	O	O
should	MD	O	O
be	VB	O	O
used	VBN	O	O
when	WRB	O	O
coadministering	VBG	O	O
medications	NNS	O	O
that	WDT	O	O
are	VBP	O	O
substrates	NNS	O	O
","	","	O	O
inhibitors	NNS	O	O
","	","	O	O
or	CC	O	O
inducers	NNS	O	O
of	IN	O	O
cyp3a4	NN	D	D
","	","	O	O
or	CC	O	O
potentially	RB	O	O
toxic	JJ	O	O
medications	NNS	O	O
that	WDT	O	O
are	VBP	O	O
metabolized	VBN	O	O
by	IN	O	O
cyp3a4	NN	D	D
.	.	.	.

amprenavir	NNP	D	D
does	VBZ	O	O
not	RB	O	O
inhibit	VB	O	O
cyp2d6	NN	D	O
","	","	O	O
cyp1a2	NN	D	O
","	","	O	O
cyp2c9	NN	D	O
","	","	O	O
cyp2c19	NN	O	O
","	","	O	O
cyp2e1	NN	O	O
","	","	O	O
or	CC	O	O
uridine	NN	O	O
glucuronosyltransferase	NN	O	O
-lrb-	-LRB-	O	O
udpgt	NN	O	O
-rrb-	-RRB-	O	O
.	.	.	.

hiv	NN	O	O
protease	NN	O	O
inhibitors	NNS	O	O
:	:	O	O
the	DT	O	O
effect	NN	O	O
of	IN	O	O
amprenavir	NN	D	D
on	IN	O	O
total	JJ	O	O
drug	NN	D	O
concentrations	NNS	O	O
of	IN	O	O
other	JJ	O	O
hiv	NN	O	O
protease	NN	O	O
inhibitors	NNS	O	O
in	IN	O	O
subjects	NNS	O	O
receiving	VBG	O	O
both	CC	O	O
agents	NNS	O	O
was	VBD	O	O
evaluated	VBN	O	O
using	VBG	O	O
comparisons	NNS	O	O
to	TO	O	O
historical	JJ	O	O
data	NNS	O	O
.	.	.	.

indinavir	NNP	D	D
steady-state	JJ	O	O
cmax	NNP	O	O
","	","	O	O
a.c.	NNP	O	O
and	CC	O	O
cmin	NNP	O	O
were	VBD	O	O
decreased	VBN	O	O
by	IN	O	O
22	CD	O	O
%	NN	O	O
","	","	O	O
38	CD	O	O
%	NN	O	O
","	","	O	O
and	CC	O	O
27	CD	O	O
%	NN	O	O
","	","	O	O
respectively	RB	O	O
","	","	O	O
by	IN	O	O
concomitant	JJ	O	O
amprenavir	NN	D	O
.	.	.	.

similar	JJ	O	O
decreases	NNS	O	O
in	IN	O	O
cmax	NN	O	O
and	CC	O	O
auc	NN	O	O
were	VBD	O	O
seen	VBN	O	O
after	IN	O	O
the	DT	O	O
first	JJ	O	O
dose	NN	O	O
.	.	.	.

saquinavir	NNP	D	D
steady-state	JJ	O	O
cmax	NNP	O	O
","	","	O	O
a.c.	NNP	O	O
and	CC	O	O
cmin	NNP	O	B
were	VBD	O	O
increased	VBN	O	O
21	CD	O	O
%	NN	O	O
","	","	O	O
decreased	VBD	O	O
19	CD	O	O
%	NN	O	O
","	","	O	O
and	CC	O	O
decreased	VBD	O	O
48	CD	O	O
%	NN	O	O
","	","	O	O
respectively	RB	O	O
","	","	O	O
by	IN	O	O
concomitant	JJ	O	O
amprenavir	NN	D	O
.	.	.	.

nelfinavir	NNP	D	D
steady-state	JJ	O	O
cmax	NNP	O	O
","	","	O	O
a.c.	NNP	O	O
and	CC	O	O
cmin	NNP	O	B
were	VBD	O	O
increased	VBN	O	O
by	IN	O	O
12	CD	O	O
%	NN	O	O
","	","	O	O
15	CD	O	O
%	NN	O	O
","	","	O	O
and	CC	O	O
14	CD	O	O
%	NN	O	O
","	","	O	O
respectively	RB	O	O
","	","	O	O
by	IN	O	O
concomitant	JJ	O	O
amprenavir	NN	D	O
.	.	.	.

methadone	NNP	D	D
:	:	O	O
coadministration	NNP	O	O
of	IN	O	O
amprenavir	NN	D	O
and	CC	O	O
methadone	NN	D	D
can	MD	O	O
decrease	VB	O	O
plasma	NN	O	O
levels	NNS	O	O
of	IN	O	O
methadone	NN	D	D
.	.	.	.

coadministration	NN	O	O
of	IN	O	O
amprenavir	NN	D	D
and	CC	O	O
methadone	NN	D	D
as	IN	O	O
compared	VBN	O	O
to	TO	O	O
a	DT	O	O
non-matched	JJ	O	O
historicalcontrol	NN	O	O
group	NN	O	O
resulted	VBD	O	O
in	IN	O	O
a	DT	O	O
30	CD	O	O
%	NN	O	O
","	","	O	O
27	CD	O	O
%	NN	O	O
","	","	O	O
and	CC	O	O
25	CD	O	O
%	NN	O	O
decrease	NN	O	O
in	IN	O	O
serum	NN	O	O
amprenavir	NN	D	D
auc	NN	O	O
","	","	O	O
cmax	NN	O	O
","	","	O	O
andcmin	NN	O	O
","	","	O	O
respectively	RB	O	O
.	.	.	.

amprenavir	NNP	D	D
is	VBZ	O	O
an	DT	O	O
inhibitor	NN	O	O
of	IN	O	O
cytochrome	NN	O	O
p450	NN	O	O
c.p.a.	NN	O	O
metabolism	NN	O	O
and	CC	O	O
therefore	RB	O	O
should	MD	O	O
not	RB	O	O
be	VB	O	O
administered	VBN	O	O
concurrently	RB	O	O
with	IN	O	O
medications	NNS	O	O
with	IN	O	O
narrow	JJ	O	O
therapeutic	JJ	O	O
windows	NNS	O	O
that	WDT	O	O
are	VBP	O	O
substrates	NNS	O	O
of	IN	O	O
cyp3a4	NN	D	D
.	.	.	.

there	EX	O	O
are	VBP	O	O
other	JJ	O	O
agents	NNS	O	O
that	WDT	O	O
may	MD	O	O
result	VB	O	O
in	IN	O	O
serious	JJ	O	O
and/or	CC	O	O
life-threatening	JJ	O	O
drug	NN	D	O
interactions	NNS	O	O
.	.	.	.

laboratory	NN	O	O
tests	NNS	O	O
:	:	O	O
the	DT	O	O
combination	NN	O	O
of	IN	O	O
amprenavir	NNP	D	B
and	CC	O	O
low-dose	JJ	O	O
ritonavir	NN	D	D
has	VBZ	O	O
been	VBN	O	O
associated	VBN	O	O
with	IN	O	O
elevations	NNS	O	O
of	IN	O	O
cholesterol	NN	O	O
and	CC	O	O
triglycerides	NNS	O	O
","	","	O	O
sgot	NN	O	D
-lrb-	-LRB-	O	O
ast	NNP	O	O
-rrb-	-RRB-	O	O
","	","	O	O
and	CC	O	O
sgpt	NN	O	O
-lrb-	-LRB-	O	O
alt	NN	O	O
-rrb-	-RRB-	O	O
in	IN	O	O
some	DT	O	O
patients	NNS	O	O
.	.	.	.

appropriate	JJ	O	O
laboratory	NN	O	O
testing	NN	O	O
should	MD	O	O
be	VB	O	O
considered	VBN	O	O
prior	RB	O	O
to	TO	O	O
initiating	VBG	O	O
combination	NN	O	O
therapy	NN	O	O
with	IN	O	O
amprenavir	NN	D	D
and	CC	O	O
ritonavir	NN	D	D
and	CC	O	O
at	IN	O	O
periodic	JJ	O	O
intervals	NNS	O	O
or	CC	O	O
if	IN	O	O
any	DT	O	O
clinical	JJ	O	O
signs	NNS	O	O
or	CC	O	O
symptoms	NNS	O	O
of	IN	O	O
hyperlipidemia	NN	O	O
or	CC	O	O
elevated	JJ	O	O
liver	NN	O	O
function	NN	O	O
tests	NNS	O	O
occur	VBP	O	O
during	IN	O	O
therapy	NN	O	O
.	.	.	.

for	IN	O	O
comprehensive	JJ	O	O
information	NN	O	O
concerning	VBG	O	O
laboratory	NN	O	O
test	NN	O	O
alterations	NNS	O	O
associated	VBN	O	O
with	IN	O	O
ritonavir	NN	D	D
","	","	O	O
physicians	NNS	O	O
should	MD	O	O
refer	VB	O	O
to	TO	O	O
the	DT	O	O
complete	JJ	O	O
prescribing	VBG	O	O
information	NN	O	O
for	IN	O	O
norvir	NN	B	D
-lrb-	-LRB-	O	O
ritonavir	NN	D	D
-rrb-	-RRB-	O	O
.	.	.	.

taking	VBG	O	O
amyl	NN	O	D
nitrite	NN	D	O
after	IN	O	O
drinking	VBG	O	O
alcohol	NN	D	D
may	MD	O	O
worsen	VB	O	O
side	JJ	O	O
effects	NNS	O	O
and	CC	O	O
may	MD	O	O
cause	VB	O	O
severe	JJ	O	O
hypotension	NN	O	O
and	CC	O	O
cardiovascular	JJ	O	O
collapse	NN	O	O
.	.	.	.

limited	JJ	O	O
pk	NN	O	O
and/or	CC	O	O
pd	NN	O	O
studies	NNS	O	O
investigating	VBG	O	O
possible	JJ	O	O
interactions	NNS	O	O
between	IN	O	O
anagrelide	NN	D	D
and	CC	O	O
other	JJ	O	O
medicinal	JJ	O	O
products	NNS	O	O
have	VBP	O	O
been	VBN	O	O
conducted	VBN	O	O
.	.	.	.

in	FW	O	O
vivo	FW	O	O
interaction	NN	O	O
studies	NNS	O	O
in	IN	O	O
humans	NNS	O	O
have	VBP	O	O
demonstrated	VBN	O	O
that	IN	O	O
digoxin	NN	D	D
and	CC	O	O
warfarin	NN	D	D
do	VBP	O	O
not	RB	O	O
affect	VB	O	O
the	DT	O	O
pk	NN	O	O
properties	NNS	O	O
of	IN	O	O
anagrelide	NN	D	D
","	","	O	O
nor	CC	O	O
does	VBZ	O	O
anagrelide	NN	D	O
affect	VB	O	O
the	DT	O	O
pk	NN	O	O
properties	NNS	O	O
of	IN	O	O
digoxin	NN	D	D
or	CC	O	O
warfarin	NN	D	D
.	.	.	.

although	IN	O	O
additional	JJ	O	O
drug	NN	D	O
interaction	NN	O	O
studies	NNS	O	O
have	VBP	O	O
not	RB	O	O
been	VBN	O	O
conducted	VBN	O	O
","	","	O	O
the	DT	O	O
most	RBS	O	O
common	JJ	O	O
medications	NNS	O	O
used	VBN	O	O
concomitantly	RB	O	O
with	IN	O	O
anagrelide	NN	D	D
in	IN	O	O
clinical	JJ	O	O
trials	NNS	O	O
were	VBD	O	O
aspirin	NN	B	B
","	","	O	O
acetaminophen	NN	D	D
","	","	O	O
furosemide	NN	D	D
","	","	O	O
iron	NN	D	D
","	","	O	O
ranitidine	NN	D	D
","	","	O	O
hydroxyurea	NN	D	D
","	","	O	O
and	CC	O	O
allopurinol	NN	D	D
.	.	.	.

there	EX	O	O
is	VBZ	O	O
no	DT	O	O
clinical	JJ	O	O
evidence	NN	O	O
to	TO	O	O
suggest	VB	O	O
that	IN	O	O
anagrelide	NN	D	D
interacts	VBZ	O	O
with	IN	O	O
any	DT	O	O
of	IN	O	O
these	DT	O	O
compounds	NNS	O	O
.	.	.	.

an	DT	O	O
in	FW	O	O
vivo	FW	O	O
interaction	NN	O	O
study	NN	O	O
in	IN	O	O
humans	NNS	O	O
demonstrated	VBD	O	O
that	IN	O	O
a	DT	O	O
single	JJ	O	O
1mg	JJ	O	O
dose	NN	O	O
of	IN	O	O
anagrelide	NN	D	D
administered	VBN	O	O
concomitantly	RB	O	O
with	IN	O	O
a	DT	O	O
single	JJ	O	O
900	CD	O	O
mg	NN	O	O
dose	NN	O	O
of	IN	O	O
aspirin	NN	B	B
was	VBD	O	O
generally	RB	O	O
well	RB	O	O
tolerated	VBN	O	O
.	.	.	.

there	EX	O	O
was	VBD	O	O
no	DT	O	O
effect	NN	O	O
on	IN	O	O
bleeding	JJ	O	O
time	NN	O	O
","	","	O	O
pt	NN	O	O
or	CC	O	O
aptt	NN	O	O
.	.	.	.

no	DT	O	O
clinically	RB	O	O
relevant	JJ	O	O
pharmacokinetic	JJ	O	O
interactions	NNS	O	O
between	IN	O	O
anagrelide	NN	D	D
and	CC	O	O
acetylsalicylic	JJ	O	O
acid	NN	O	O
were	VBD	O	O
observed	VBN	O	O
.	.	.	.

in	IN	O	O
that	DT	O	O
same	JJ	O	O
study	NN	O	O
","	","	O	O
aspirin	NN	B	B
alone	RB	O	O
produced	VBD	O	O
a	DT	O	O
marked	JJ	O	O
inhibition	NN	O	O
in	IN	O	O
platelet	NN	O	O
aggregation	NN	O	O
ex	FW	O	O
vivo	FW	O	O
.	.	.	.

anagrelide	NN	D	D
alone	RB	O	O
had	VBD	O	O
no	DT	O	O
effect	NN	O	O
on	IN	O	O
platelet	NN	O	O
aggregation	NN	O	O
","	","	O	O
but	CC	O	O
did	VBD	O	O
slightly	RB	O	O
enhance	VB	O	O
the	DT	O	O
inhibition	NN	O	O
of	IN	O	O
platelet	NN	O	O
aggregation	NN	O	O
by	IN	O	O
aspirin	NN	B	B
.	.	.	.

anagrelide	NNP	D	D
is	VBZ	O	O
metabolized	VBN	O	O
at	IN	O	O
least	JJS	O	O
in	IN	O	O
part	NN	O	O
by	IN	O	O
cyp1a2	NN	D	O
.	.	.	.

it	PRP	O	O
is	VBZ	O	O
known	VBN	O	O
that	IN	O	O
cyp1a2	NN	D	O
is	VBZ	O	O
inhibited	VBN	O	O
by	IN	O	O
several	JJ	O	O
medicinal	JJ	O	O
products	NNS	O	O
","	","	O	O
including	VBG	O	O
fluvoxamine	NN	D	D
","	","	O	O
and	CC	O	O
such	JJ	O	O
medicinal	JJ	O	O
products	NNS	O	O
could	MD	O	O
theoretically	RB	O	O
adversely	RB	O	O
influence	VB	O	O
the	DT	O	O
clearance	NN	O	O
of	IN	O	O
anagrelide	NN	D	D
.	.	.	.

anagrelide	NNP	D	D
demonstrates	VBZ	O	O
some	DT	O	O
limited	JJ	O	O
inhibitory	JJ	O	O
activity	NN	O	O
towards	IN	O	O
cyp1a2	NN	D	O
which	WDT	O	O
may	MD	O	O
present	VB	O	O
a	DT	O	O
theoretical	JJ	O	O
potential	NN	O	O
for	IN	O	O
interaction	NN	O	O
with	IN	O	O
other	JJ	O	O
coadministered	JJ	O	O
medicinal	JJ	O	O
products	NNS	O	O
sharing	VBG	O	O
that	IN	O	O
clearance	NN	O	O
mechanism	NN	O	O
e.g.	FW	O	O
anagrelide	FW	D	O
demonstrates	VBZ	O	O
some	DT	O	O
limited	JJ	O	O
inhibitory	JJ	O	O
activity	NN	O	O
towards	IN	O	O
cyp1a2	NN	D	O
which	WDT	O	O
may	MD	O	O
present	VB	O	O
a	DT	O	O
theoretical	JJ	O	O
potential	NN	O	O
for	IN	O	O
interaction	NN	O	O
with	IN	O	O
other	JJ	O	O
coadministered	JJ	O	O
medicinal	JJ	O	O
products	NNS	O	O
sharing	VBG	O	O
that	IN	O	O
clearance	NN	O	O
mechanism	NN	O	O
e.g.	FW	O	O
theophylline	FW	D	D
.	.	.	.

anagrelide	NNP	D	D
is	VBZ	O	O
an	DT	O	O
inhibitor	NN	O	O
of	IN	O	O
cyclic	JJ	O	O
amp	NN	O	O
pde	NN	O	O
iii	CD	O	O
.	.	.	.

the	DT	O	O
effects	NNS	O	O
of	IN	O	O
medicinal	JJ	O	O
products	NNS	O	O
with	IN	O	O
similar	JJ	O	O
properties	NNS	O	O
such	JJ	O	O
as	IN	O	O
inotropes	NNS	O	O
milrinone	NN	D	O
","	","	O	O
enoximone	NN	D	D
","	","	O	O
amrinone	NN	D	D
","	","	O	O
olprinone	NN	D_n	O
and	CC	O	O
cilostazol	NN	D	D
