,,
caffeine,NN,D
administered,VBN,O
concurrently,RB,O
with,IN,O
ketoprofen,NN,D
reduced,VBD,O
the,DT,O
urine,NN,O
volume,NN,O
in,IN,O
4,CD,O
healthy,JJ,O
volunteers,NNS,O
.,.,.
,,
the,DT,O
clinical,JJ,O
significance,NN,O
of,IN,O
this,DT,O
interaction,NN,O
in,IN,O
preterm,JJ,O
neonates,NNS,O
is,VBZ,O
not,RB,O
known,VBN,O
.,.,.
,,
interconversion,NN,O
between,IN,O
caffeine,NN,D
and,CC,O
theophylline,NN,D
has,VBZ,O
been,VBN,O
reported,VBN,O
in,IN,O
preterm,JJ,O
neonates,NNS,O
.,.,.
,,
the,DT,O
concurrent,JJ,O
use,NN,O
of,IN,O
these,DT,O
drugs,NNS,D
is,VBZ,O
not,RB,O
recommended,VBN,O
.,.,.
,,
interactions,NNS,O
for,IN,O
vitamin,NN,G
d,NN,O
analogues,NNS,O
-lrb-,-LRB-,O
vitamin,NN,O
d2,NN,O
",",",",O
vitamin,NN,O
d3,NN,O
",",",",O
calcitriol,NN,D
",",",",O
and,CC,O
calcidiol,NN,D
-rrb-,-RRB-,O
:,:,O
cholestyramine,NNP,D
:,:,O
cholestyramine,NNP,D
has,VBZ,O
been,VBN,O
reported,VBN,O
to,TO,O
reduce,VB,O
intestinal,JJ,O
absorption,NN,O
of,IN,O
fat,JJ,O
soluble,JJ,O
vitamins,NNS,G
.,.,.
,,
as,IN,O
such,JJ,O
it,PRP,O
may,MD,O
impair,VB,O
intestinal,JJ,O
absorption,NN,O
of,IN,O
any,DT,O
of,IN,O
vitamin,NN,G
d.,NNP,O
phenytoin/phenobarbital,NNP,O
:,:,O
the,DT,O
coadministration,NN,O
of,IN,O
phenytoin,NN,D
or,CC,O
phenobarbital,NN,D
will,MD,O
not,RB,O
affect,VB,O
plasma,NN,O
concentrations,NNS,O
of,IN,O
vitamin,NN,G
d,NN,O
",",",",O
but,CC,O
may,MD,O
reduce,VB,O
endogenous,JJ,O
plasma,NN,O
levels,NNS,O
of,IN,O
calcitriol/ergocalcitriol,NN,O
by,IN,O
accelerating,VBG,O
metabolism,NN,O
.,.,.
,,
since,IN,O
blood,NN,O
level,NN,O
of,IN,O
calcitriol/ergocalcitriol,NN,O
will,MD,O
be,VB,O
reduced,VBN,O
",",",",O
higher,JJR,O
doses,NNS,O
of,IN,O
rocaltrol,NNP,B
may,MD,O
be,VB,O
necessary,JJ,O
if,IN,O
these,DT,O
drugs,NNS,D
are,VBP,O
administered,VBN,O
simultaneously,RB,O
.,.,.
,,
thiazides,NNP,G
:,:,O
thiazides,NNS,G
are,VBP,O
known,VBN,O
to,TO,O
induce,VB,O
hypercalcemia,NN,O
by,IN,O
the,DT,O
reduction,NN,O
of,IN,O
calcium,NN,D
excretion,NN,O
in,IN,O
urine,NN,O
.,.,.
,,
some,DT,O
reports,NNS,O
have,VBP,O
shown,VBN,O
that,IN,O
the,DT,O
concomitant,JJ,O
administration,NN,O
of,IN,O
thiazides,NNS,G
with,IN,O
vitamin,NN,G
d,NN,O
causes,VBZ,O
hypercalcemia,NN,O
.,.,.
,,
therefore,RB,O
",",",",O
precaution,NN,O
should,MD,O
be,VB,O
taken,VBN,O
when,WRB,O
coadministration,NN,O
is,VBZ,O
necessary,JJ,O
.,.,.
,,
digitalis,NNP,G
:,:,O
vitamin,NN,O
d,NN,O
dosage,NN,O
must,MD,O
be,VB,O
determined,VBN,O
with,IN,O
care,NN,O
in,IN,O
patients,NNS,O
undergoing,VBG,O
treatment,NN,O
with,IN,O
digitalis,NN,G
",",",",O
as,IN,O
hypercalcemia,NN,O
in,IN,O
such,JJ,O
patients,NNS,O
may,MD,O
precipitate,VB,O
cardiac,JJ,O
arrhythmias,NNS,O
.,.,.
,,
ketoconazole,NN,D
:,:,O
ketoconazole,NN,D
may,MD,O
inhibit,VB,O
both,DT,O
synthetic,JJ,O
and,CC,O
catabolic,JJ,O
enzymes,NNS,O
of,IN,O
vitamin,NN,G
d.,NNP,O
reductions,NNPS,O
in,IN,O
serum,NN,O
endogenous,JJ,O
vitamin,NN,G
d,NN,O
concentrations,NNS,O
have,VBP,O
been,VBN,O
observed,VBN,O
following,VBG,O
the,DT,O
administration,NN,O
of,IN,O
300,CD,O
mg/day,NN,O
to,TO,O
1200,CD,O
mg/day,NN,O
ketoconazole,NN,D
for,IN,O
a,DT,O
week,NN,O
to,TO,O
healthy,JJ,O
men,NNS,O
.,.,.
,,
however,RB,O
",",",",O
in,FW,O
vivo,FW,O
drug,NN,D
interaction,NN,O
studies,NNS,O
of,IN,O
ketoconazole,NN,D
with,IN,O
vitamin,NN,G
d,NN,O
have,VBP,O
not,RB,O
been,VBN,O
investigated,VBN,O
.,.,.
,,
corticosteroids,NNS,G
:,:,O
a,DT,O
relationship,NN,O
of,IN,O
functional,JJ,O
antagonism,NN,O
exists,VBZ,O
between,IN,O
vitamin,NN,G
d,NN,O
analogues,NNS,O
",",",",O
which,WDT,O
promote,VBP,O
calcium,NN,D
absorption,NN,O
",",",",O
and,CC,O
corticosteroids,NNS,G
",",",",O
which,WDT,O
inhibit,VBP,O
calcium,NN,D
absorption,NN,O
.,.,.
,,
phosphate-binding,JJ,O
agents,NNS,O
:,:,O
since,IN,O
vitamin,NN,G
d,NN,O
also,RB,O
has,VBZ,O
an,DT,O
effect,NN,O
on,IN,O
phosphate,NN,D
transport,NN,O
in,IN,O
the,DT,O
intestine,NN,O
",",",",O
kidneys,NNS,O
and,CC,O
bones,NNS,O
",",",",O
the,DT,O
dosage,NN,O
of,IN,O
phosphate-binding,JJ,O
agents,NNS,O
must,MD,O
be,VB,O
adjusted,VBN,O
in,IN,O
accordance,NN,O
with,IN,O
the,DT,O
serum,NN,O
phosphate,NN,D
concentration,NN,O
.,.,.
,,
vitamin,NN,O
d,NN,O
:,:,O
the,DT,O
coadministration,NN,O
of,IN,O
any,DT,O
of,IN,O
the,DT,O
vitamin,NN,G
d,NN,O
analogues,NNS,O
should,MD,O
be,VB,O
avoided,VBN,O
as,IN,O
this,DT,O
could,MD,O
create,VB,O
possible,JJ,O
additive,JJ,O
effects,NNS,O
and,CC,O
hypercalcemia,NN,O
.,.,.
,,
calcium,NN,D
supplements,NNS,O
:,:,O
uncontrolled,JJ,O
intake,NN,O
of,IN,O
additional,JJ,O
calcium-containing,JJ,O
preparations,NNS,O
should,MD,O
be,VB,O
avoided,VBN,O
.,.,.
,,
magnesium,NN,D
:,:,O
magnesium-containing,JJ,O
preparations,NNS,O
-lrb-,-LRB-,O
eg,FW,O
",",",",O
antacids,NNS,G
-rrb-,-RRB-,O
may,MD,O
cause,VB,O
hypermagnesemia,NN,O
and,CC,O
should,MD,O
therefore,RB,O
not,RB,O
be,VB,O
taken,VBN,O
during,IN,O
therapy,NN,O
with,IN,O
vitamin,NN,G
d,NN,O
by,IN,O
patients,NNS,O
on,IN,O
chronic,JJ,O
renal,JJ,O
dialysis,NN,O
.,.,.
,,
interactions,NNS,O
for,IN,O
vitamin,NN,G
d,NN,O
analogues,NNS,O
-lrb-,-LRB-,O
vitamin,NN,O
d2,NN,O
",",",",O
vitamin,NN,O
d3,NN,O
",",",",O
calcitriol,NN,D
",",",",O
and,CC,O
calcidiol,NN,D
-rrb-,-RRB-,O
:,:,O
cholestyramine,NNP,D
:,:,O
cholestyramine,NNP,D
has,VBZ,O
been,VBN,O
reported,VBN,O
to,TO,O
reduce,VB,O
intestinal,JJ,O
absorption,NN,O
of,IN,O
fat,JJ,O
soluble,JJ,O
vitamins,NNS,G
.,.,.
,,
as,IN,O
such,JJ,O
it,PRP,O
may,MD,O
impair,VB,O
intestinal,JJ,O
absorption,NN,O
of,IN,O
any,DT,O
of,IN,O
vitamin,NN,G
d.,NNP,O
phenytoin/phenobarbital,NNP,O
:,:,O
the,DT,O
coadministration,NN,O
of,IN,O
phenytoin,NN,D
or,CC,O
phenobarbital,NN,D
will,MD,O
not,RB,O
affect,VB,O
plasma,NN,O
concentrations,NNS,O
of,IN,O
vitamin,NN,G
d,NN,O
",",",",O
but,CC,O
may,MD,O
reduce,VB,O
endogenous,JJ,O
plasma,NN,O
levels,NNS,O
of,IN,O
calcitriol/ergocalcitriol,NN,O
by,IN,O
accelerating,VBG,O
metabolism,NN,O
.,.,.
,,
since,IN,O
blood,NN,O
level,NN,O
of,IN,O
calcitriol/ergocalcitriol,NN,O
will,MD,O
be,VB,O
reduced,VBN,O
",",",",O
higher,JJR,O
doses,NNS,O
of,IN,O
rocaltrol,NNP,B
may,MD,O
be,VB,O
necessary,JJ,O
if,IN,O
these,DT,O
drugs,NNS,D
are,VBP,O
administered,VBN,O
simultaneously,RB,O
.,.,.
,,
thiazides,NNP,G
:,:,O
thiazides,NNS,G
are,VBP,O
known,VBN,O
to,TO,O
induce,VB,O
hypercalcemia,NN,O
by,IN,O
the,DT,O
reduction,NN,O
of,IN,O
calcium,NN,D
excretion,NN,O
in,IN,O
urine,NN,O
.,.,.
,,
some,DT,O
reports,NNS,O
have,VBP,O
shown,VBN,O
that,IN,O
the,DT,O
concomitant,JJ,O
administration,NN,O
of,IN,O
thiazides,NNS,G
with,IN,O
vitamin,NN,G
d,NN,O
causes,VBZ,O
hypercalcemia,NN,O
.,.,.
,,
therefore,RB,O
",",",",O
precaution,NN,O
should,MD,O
be,VB,O
taken,VBN,O
when,WRB,O
coadministration,NN,O
is,VBZ,O
necessary,JJ,O
.,.,.
,,
digitalis,NNP,G
:,:,O
vitamin,NN,O
d,NN,O
dosage,NN,O
must,MD,O
be,VB,O
determined,VBN,O
with,IN,O
care,NN,O
in,IN,O
patients,NNS,O
undergoing,VBG,O
treatment,NN,O
with,IN,O
digitalis,NN,G
",",",",O
as,IN,O
hypercalcemia,NN,O
in,IN,O
such,JJ,O
patients,NNS,O
may,MD,O
precipitate,VB,O
cardiac,JJ,O
arrhythmias,NNS,O
.,.,.
,,
ketoconazole,NN,D
:,:,O
ketoconazole,NN,D
may,MD,O
inhibit,VB,O
both,DT,O
synthetic,JJ,O
and,CC,O
catabolic,JJ,O
enzymes,NNS,O
of,IN,O
vitamin,NN,G
d.,NNP,O
reductions,NNPS,O
in,IN,O
serum,NN,O
endogenous,JJ,O
vitamin,NN,G
d,NN,O
concentrations,NNS,O
have,VBP,O
been,VBN,O
observed,VBN,O
following,VBG,O
the,DT,O
administration,NN,O
of,IN,O
300,CD,O
mg/day,NN,O
to,TO,O
1200,CD,O
mg/day,NN,O
ketoconazole,NN,D
for,IN,O
a,DT,O
week,NN,O
to,TO,O
healthy,JJ,O
men,NNS,O
.,.,.
,,
however,RB,O
",",",",O
in,FW,O
vivo,FW,O
drug,NN,D
interaction,NN,O
studies,NNS,O
of,IN,O
ketoconazole,NN,D
with,IN,O
vitamin,NN,G
d,NN,O
have,VBP,O
not,RB,O
been,VBN,O
investigated,VBN,O
.,.,.
,,
corticosteroids,NNS,G
:,:,O
a,DT,O
relationship,NN,O
of,IN,O
functional,JJ,O
antagonism,NN,O
exists,VBZ,O
between,IN,O
vitamin,NN,G
d,NN,O
analogues,NNS,O
",",",",O
which,WDT,O
promote,VBP,O
calcium,NN,D
absorption,NN,O
",",",",O
and,CC,O
corticosteroids,NNS,G
",",",",O
which,WDT,O
inhibit,VBP,O
calcium,NN,D
absorption,NN,O
.,.,.
,,
phosphate-binding,JJ,O
agents,NNS,O
:,:,O
since,IN,O
vitamin,NN,G
d,NN,O
also,RB,O
has,VBZ,O
an,DT,O
effect,NN,O
on,IN,O
phosphate,NN,D
transport,NN,O
in,IN,O
the,DT,O
intestine,NN,O
",",",",O
kidneys,NNS,O
and,CC,O
bones,NNS,O
",",",",O
the,DT,O
dosage,NN,O
of,IN,O
phosphate-binding,JJ,O
agents,NNS,O
must,MD,O
be,VB,O
adjusted,VBN,O
in,IN,O
accordance,NN,O
with,IN,O
the,DT,O
serum,NN,O
phosphate,NN,D
concentration,NN,O
.,.,.
,,
vitamin,NN,O
d,NN,O
:,:,O
the,DT,O
coadministration,NN,O
of,IN,O
any,DT,O
of,IN,O
the,DT,O
vitamin,NN,G
d,NN,O
analogues,NNS,O
should,MD,O
be,VB,O
avoided,VBN,O
as,IN,O
this,DT,O
could,MD,O
create,VB,O
possible,JJ,O
additive,JJ,O
effects,NNS,O
and,CC,O
hypercalcemia,NN,O
.,.,.
,,
calcium,NN,D
supplements,NNS,O
:,:,O
uncontrolled,JJ,O
intake,NN,O
of,IN,O
additional,JJ,O
calcium-containing,JJ,O
preparations,NNS,O
should,MD,O
be,VB,O
avoided,VBN,O
.,.,.
,,
magnesium,NN,D
:,:,O
magnesium-containing,JJ,O
preparations,NNS,O
-lrb-,-LRB-,O
eg,FW,O
",",",",O
antacids,NNS,G
-rrb-,-RRB-,O
may,MD,O
cause,VB,O
hypermagnesemia,NN,O
and,CC,O
should,MD,O
therefore,RB,O
not,RB,O
be,VB,O
taken,VBN,O
during,IN,O
therapy,NN,O
with,IN,O
vitamin,NN,G
d,NN,O
by,IN,O
patients,NNS,O
on,IN,O
chronic,JJ,O
renal,JJ,O
dialysis,NN,O
.,.,.
,,
concomitant,JJ,O
use,NN,O
with,IN,O
other,JJ,O
calcium-containing,JJ,O
medicines,NNS,O
-lrb-,-LRB-,O
including,VBG,O
antacids,NNS,G
-rrb-,-RRB-,O
may,MD,O
cause,VB,O
too,RB,O
much,JJ,O
calcium,NN,D
in,IN,O
the,DT,O
blood,NN,O
or,CC,O
urine,NN,O
",",",",O
which,WDT,O
may,MD,O
increase,VB,O
the,DT,O
chance,NN,O
of,IN,O
side,JJ,O
effects,NNS,O
.,.,.
,,
using,VBG,O
calcium,NN,D
acetate,NN,O
with,IN,O
digitalis,NN,G
glycosides,NNS,G
-lrb-,-LRB-,O
heart,NN,O
medicine,NN,O
-rrb-,-RRB-,O
may,MD,O
cause,VB,O
hypercalcemia,NN,O
-lrb-,-LRB-,O
too,RB,O
much,JJ,O
calcium,NN,D
in,IN,O
the,DT,O
blood,NN,O
-rrb-,-RRB-,O
",",",",O
which,WDT,O
could,MD,O
increase,VB,O
the,DT,O
chance,NN,O
of,IN,O
developing,VBG,O
an,DT,O
irregular,JJ,O
heartbeat,NN,O
.,.,.
,,
may,NNP,O
interact,VBP,O
with,IN,O
cefamandole,NN,D
naftate,NN,O
",",",",O
cephalothin,NN,D
sodium,NN,O
",",",",O
magnesium,NN,D
sulfate,NN,O
",",",",O
prednisolone,JJ,D
sodium,NN,O
succinate,NN,O
",",",",O
and,CC,O
prochlorperazine,NN,D
edisylate,NN,O
.,.,.
,,
no,DT,O
significant,JJ,O
drug,NN,D
interactions,NNS,O
have,VBP,O
been,VBN,O
reported,VBN,O
in,IN,O
studies,NNS,O
of,IN,O
candesartan,NN,D
cilexetil,NN,O
given,VBN,O
with,IN,O
other,JJ,O
drugs,NNS,D
such,JJ,O
as,IN,O
glyburide,NN,D
",",",",O
nifedipine,NN,D
",",",",O
digoxin,NN,D
",",",",O
warfarin,NN,D
",",",",O
hydrochlorothiazide,NN,D
",",",",O
and,CC,O
oral,JJ,O
contraceptives,NNS,G
in,IN,O
healthy,JJ,O
volunteers,NNS,O
",",",",O
or,CC,O
given,VBN,O
with,IN,O
enalapril,NN,D
to,TO,O
patients,NNS,O
with,IN,O
heart,NN,O
failure,NN,O
-lrb-,-LRB-,O
nyha,NN,O
class,NN,O
ii,CD,O
and,CC,O
iii,CD,O
-rrb-,-RRB-,O
.,.,.
,,
because,IN,O
candesartan,NN,D
is,VBZ,O
not,RB,O
significantly,RB,O
metabolized,VBN,O
by,IN,O
the,DT,O
cytochrome,NN,O
p450,NN,O
system,NN,O
and,CC,O
at,IN,O
therapeutic,JJ,O
concentrations,NNS,O
has,VBZ,O
no,DT,O
effects,NNS,O
on,IN,O
p450,NN,O
enzymes,NNS,O
",",",",O
interactions,NNS,O
with,IN,O
drugs,NNS,D
that,WDT,O
inhibit,VBP,O
or,CC,O
are,VBP,O
metabolized,VBN,O
by,IN,O
those,DT,O
enzymes,NNS,O
would,MD,O
not,RB,O
be,VB,O
expected,VBN,O
.,.,.
,,
lithium,NN,D
reversible,JJ,O
increases,NNS,O
in,IN,O
serum,NN,O
lithium,NN,D
concentrations,NNS,O
and,CC,O
toxicity,NN,O
have,VBP,O
been,VBN,O
reported,VBN,O
during,IN,O
concomitant,JJ,O
administration,NN,O
of,IN,O
lithium,NN,D
with,IN,O
ace,NN,O
inhibitors,NNS,O
",",",",O
and,CC,O
with,IN,O
some,DT,O
angiotensin,NN,O
ii,CD,O
receptor,NN,D
antagonists,NNS,O
.,.,.
,,
an,DT,O
increase,NN,O
in,IN,O
serum,NN,O
lithium,NN,D
concentration,NN,O
has,VBZ,O
been,VBN,O
reported,VBN,O
during,IN,O
concomitant,JJ,O
administration,NN,O
of,IN,O
lithium,NN,D
with,IN,O
atacand,NN,B
",",",",O
so,RB,O
careful,JJ,O
monitoring,NN,O
of,IN,O
serum,NN,O
lithium,NN,D
levels,NNS,O
is,VBZ,O
recommended,VBN,O
during,IN,O
concomitant,JJ,O
use,NN,O
.,.,.
,,
antacid,NN,G
:,:,O
the,DT,O
effect,NN,O
of,IN,O
an,DT,O
aluminum,NN,D
hydroxide,NN,O
-,:,O
and,CC,O
magnesium,NN,D
hydroxide-containing,JJ,O
antacid,NN,G
-lrb-,-LRB-,O
maalox,NNP,B
-rrb-,-RRB-,O
*,SYM,O
on,IN,O
the,DT,O
pharmacokinetics,NNS,O
of,IN,O
capecitabine,NN,D
was,VBD,O
investigated,VBN,O
in,IN,O
12,CD,O
cancer,NN,O
patients,NNS,O
.,.,.
,,
there,EX,O
was,VBD,O
a,DT,O
small,JJ,O
increase,NN,O
in,IN,O
plasma,NN,O
concentrations,NNS,O
of,IN,O
capecitabine,NN,D
and,CC,O
one,CD,O
metabolite,NN,O
-lrb-,-LRB-,O
5-dfcr,NN,D_n
-rrb-,-RRB-,O
.,.,.
,,
there,EX,O
was,VBD,O
no,DT,O
effect,NN,O
on,IN,O
the,DT,O
3,CD,O
major,JJ,O
metabolites,NNS,O
-lrb-,-LRB-,O
5-dfur,NN,D_n
",",",",O
5-fu,NN,D_n
and,CC,O
fbal,NN,D_n
-rrb-,-RRB-,O
.,.,.
,,
coumarin,NNP,O
anticoagulants,NNPS,G
altered,JJ,O
coagulation,NN,O
parameters,NNS,O
and/or,CC,O
bleeding,VBG,O
have,VBP,O
been,VBN,O
reported,VBN,O
in,IN,O
patients,NNS,O
taking,VBG,O
capecitabine,NN,D
concomitantly,RB,O
with,IN,O
coumarin-derivative,JJ,O
anticoagulants,NNS,G
such,JJ,O
as,IN,O
warfarin,NN,D
and,CC,O
phenprocoumon,NN,D
.,.,.
,,
patients,NNS,O
taking,VBG,O
coumarin-derivative,JJ,O
anticoagulants,NNS,G
concomitantly,RB,O
with,IN,O
capecitabine,NN,D
should,MD,O
be,VB,O
monitored,VBN,O
regularly,RB,O
for,IN,O
alterations,NNS,O
in,IN,O
their,PRP$,O
coagulation,NN,O
parameters,NNS,O
-lrb-,-LRB-,O
pt,NN,O
or,CC,O
inr,NN,O
-rrb-,-RRB-,O
.,.,.
,,
leucovorin,NNP,D
:,:,O
the,DT,O
concentration,NN,O
of,IN,O
5-fluorouracil,NN,D
is,VBZ,O
increased,VBN,O
and,CC,O
its,PRP$,O
toxicity,NN,O
may,MD,O
be,VB,O
enhanced,VBN,O
by,IN,O
leucovorin,NN,D
.,.,.
,,
deaths,NNS,O
from,IN,O
severe,JJ,O
enterocolitis,NN,O
",",",",O
diarrhea,NN,O
",",",",O
and,CC,O
dehydration,NN,O
have,VBP,O
been,VBN,O
reported,VBN,O
in,IN,O
elderly,JJ,O
patients,NNS,O
receiving,VBG,O
weekly,JJ,O
leucovorin,NN,D
and,CC,O
fluorouracil,NN,D
.,.,.
,,
hypotension,NN,O
patients,NNS,O
on,IN,O
diuretic,JJ,G
therapy,NN,O
:,:,O
patients,NNS,O
on,IN,O
diuretics,NNS,G
and,CC,O
especially,RB,O
those,DT,O
in,IN,O
whom,WP,O
diuretic,JJ,G
therapy,NN,O
was,VBD,O
recently,RB,O
instituted,VBN,O
",",",",O
as,RB,O
well,RB,O
as,IN,O
those,DT,O
on,IN,O
severe,JJ,O
dietary,JJ,O
salt,NN,O
restriction,NN,O
or,CC,O
dialysis,NN,O
",",",",O
may,MD,O
occasionally,RB,O
experience,VB,O
a,DT,O
precipitous,JJ,O
reduction,NN,O
of,IN,O
blood,NN,O
pressure,NN,O
usually,RB,O
within,IN,O
the,DT,O
first,JJ,O
hour,NN,O
after,IN,O
receiving,VBG,O
the,DT,O
initial,JJ,O
dose,NN,O
of,IN,O
captopril,NN,D
.,.,.
,,
the,DT,O
possibility,NN,O
of,IN,O
hypotensive,JJ,O
effects,NNS,O
with,IN,O
captopril,NN,D
can,MD,O
be,VB,O
minimized,VBN,O
by,IN,O
either,CC,O
discontinuing,VBG,O
the,DT,O
diuretic,JJ,G
or,CC,O
increasing,VBG,O
the,DT,O
salt,NN,O
intake,NN,O
approximately,RB,O
one,CD,O
week,NN,O
prior,RB,O
to,TO,O
initiation,NN,O
of,IN,O
treatment,NN,O
with,IN,O
captopril,NN,D
-lrb-,-LRB-,O
captopril,NN,D
tablets,NNS,O
",",",",O
usp,NN,O
-rrb-,-RRB-,O
or,CC,O
initiating,VBG,O
therapy,NN,O
with,IN,O
small,JJ,O
doses,NNS,O
-lrb-,-LRB-,O
6.25,CD,O
or,CC,O
12.5,CD,O
mg,NN,O
-rrb-,-RRB-,O
.,.,.
,,
alternatively,RB,O
",",",",O
provide,VBP,O
medical,JJ,O
supervision,NN,O
for,IN,O
at,IN,O
least,JJS,O
one,CD,O
hour,NN,O
after,IN,O
the,DT,O
initial,JJ,O
dose,NN,O
.,.,.
,,
if,IN,O
hypotension,NN,O
occurs,VBZ,O
",",",",O
the,DT,O
patient,NN,O
should,MD,O
be,VB,O
placed,VBN,O
in,IN,O
a,DT,O
supine,NN,O
position,NN,O
and,CC,O
",",",",O
if,IN,O
necessary,JJ,O
",",",",O
receive,VBP,O
an,DT,O
intravenous,JJ,O
infusion,NN,O
of,IN,O
normal,JJ,O
saline,NN,O
.,.,.
,,
this,DT,O
transient,JJ,O
hypotensive,JJ,O
response,NN,O
is,VBZ,O
not,RB,O
a,DT,O
contraindication,NN,O
to,TO,O
further,JJ,O
doses,NNS,O
which,WDT,O
can,MD,O
be,VB,O
given,VBN,O
without,IN,O
difficulty,NN,O
once,IN,O
the,DT,O
blood,NN,O
pressure,NN,O
has,VBZ,O
increased,VBN,O
after,IN,O
volume,NN,O
expansion,NN,O
.,.,.
,,
agents,NNS,O
having,VBG,O
vasodilator,NN,O
activity,NN,O
:,:,O
data,NNS,O
on,IN,O
the,DT,O
effect,NN,O
of,IN,O
concomitant,JJ,O
use,NN,O
of,IN,O
other,JJ,O
vasodilators,NNS,G
in,IN,O
patients,NNS,O
receiving,VBG,O
captopril,NN,D
for,IN,O
heart,NN,O
failure,NN,O
are,VBP,O
not,RB,O
available,JJ,O
.,.,.
,,
therefore,RB,O
",",",",O
nitroglycerin,NN,D
or,CC,O
other,JJ,O
nitrates,NNS,G
-lrb-,-LRB-,O
as,IN,O
used,VBN,O
for,IN,O
management,NN,O
of,IN,O
angina,NN,O
-rrb-,-RRB-,O
or,CC,O
other,JJ,O
drugs,NNS,D
having,VBG,O
vasodilator,NN,O
activity,NN,O
should,MD,O
",",",",O
if,IN,O
possible,JJ,O
",",",",O
be,VB,O
discontinued,VBN,O
before,IN,O
starting,VBG,O
captopril,NN,D
.,.,.
,,
if,IN,O
resumed,VBN,O
during,IN,O
captopril,NN,D
therapy,NN,O
",",",",O
such,JJ,O
agents,NNS,O
should,MD,O
be,VB,O
administered,VBN,O
cautiously,RB,O
",",",",O
and,CC,O
perhaps,RB,O
at,IN,O
lower,JJR,O
dosage,NN,O
.,.,.
,,
agents,NNS,O
causing,VBG,O
renin,NNP,O
release,NNP,O
captopril,NNP,D
's,POS,O
effect,NN,O
will,MD,O
be,VB,O
augmented,VBN,O
by,IN,O
antihypertensive,JJ,G
agents,NNS,O
that,WDT,O
cause,VBP,O
renin,NN,O
release,NN,O
.,.,.
,,
for,IN,O
example,NN,O
",",",",O
diuretics,NNS,G
-lrb-,-LRB-,O
e.g.,FW,O
",",",",O
thiazides,NNS,G
-rrb-,-RRB-,O
may,MD,O
activate,VB,O
the,DT,O
renin-angiotensin-aldosterone,NN,O
system,NN,O
.,.,.
,,
agents,NNS,O
affecting,VBG,O
sympathetic,JJ,O
activity,NN,O
the,DT,O
sympathetic,JJ,O
nervous,JJ,O
system,NN,O
may,MD,O
be,VB,O
especially,RB,O
important,JJ,O
in,IN,O
supporting,VBG,O
blood,NN,O
pressure,NN,O
in,IN,O
patients,NNS,O
receiving,VBG,O
captopril,NN,D
alone,RB,O
or,CC,O
with,IN,O
diuretics,NNS,G
.,.,.
,,
therefore,RB,O
",",",",O
agents,NNS,O
affecting,VBG,O
sympathetic,JJ,O
activity,NN,O
-lrb-,-LRB-,O
e.g.,FW,O
",",",",O
ganglionic,JJ,O
blocking,VBG,O
agents,NNS,O
or,CC,O
adrenergic,JJ,G
neuron,NN,O
blocking,VBG,O
agents,NNS,O
-rrb-,-RRB-,O
should,MD,O
be,VB,O
used,VBN,O
with,IN,O
caution,NN,O
.,.,.
,,
beta-adrenergic,JJ,O
blocking,NN,O
drugs,NNS,D
add,VBP,O
some,DT,O
further,JJ,O
antihypertensive,JJ,G
effect,NN,O
to,TO,O
captopril,NN,D
",",",",O
but,CC,O
the,DT,O
overall,JJ,O
response,NN,O
is,VBZ,O
less,JJR,O
than,IN,O
additive,JJ,O
.,.,.
,,
agents,NNS,O
increasing,VBG,O
serum,NN,O
potassium,NN,D
since,IN,O
captopril,NN,D
decreases,VBZ,O
aldosterone,NN,O
production,NN,O
",",",",O
elevation,NN,O
of,IN,O
serum,NN,O
potassium,NN,D
may,MD,O
occur,VB,O
.,.,.
,,
potassium-sparing,JJ,O
diuretics,NNS,G
such,JJ,O
as,IN,O
spironolactone,NN,D
",",",",O
triamterene,NN,D
",",",",O
or,CC,O
amiloride,NN,D
",",",",O
or,CC,O
potassium,NN,D
supplements,NNS,O
should,MD,O
be,VB,O
given,VBN,O
only,RB,O
for,IN,O
documented,VBN,O
hypokalemia,NN,O
",",",",O
and,CC,O
then,RB,O
with,IN,O
caution,NN,O
",",",",O
since,IN,O
they,PRP,O
may,MD,O
lead,VB,O
to,TO,O
a,DT,O
significant,JJ,O
increase,NN,O
of,IN,O
serum,NN,O
potassium,NN,D
.,.,.
,,
salt,NNP,O
substitutes,VBZ,O
containing,VBG,O
potassium,NN,D
should,MD,O
also,RB,O
be,VB,O
used,VBN,O
with,IN,O
caution,NN,O
.,.,.
,,
inhibitors,NNS,O
of,IN,O
endogenous,JJ,O
prostaglandin,NN,O
synthesis,NN,O
it,PRP,O
has,VBZ,O
been,VBN,O
reported,VBN,O
that,IN,O
indomethacin,NN,D
may,MD,O
reduce,VB,O
the,DT,O
antihypertensive,JJ,G
effect,NN,O
of,IN,O
captopril,NN,D
",",",",O
especially,RB,O
in,IN,O
cases,NNS,O
of,IN,O
low,JJ,O
renin,NN,O
hypertension,NN,O
.,.,.
,,
other,JJ,O
nonsteroidal,JJ,O
anti-inflammatory,JJ,G
agents,NNS,O
-lrb-,-LRB-,O
e.g.,FW,O
",",",",O
aspirin,NN,B
-rrb-,-RRB-,O
may,MD,O
also,RB,O
have,VB,O
this,DT,O
effect,NN,O
.,.,.
,,
lithium,NN,D
:,:,O
increased,VBN,O
serum,NN,O
lithium,NN,D
levels,NNS,O
and,CC,O
symptoms,NNS,O
of,IN,O
lithium,NN,D
toxicity,NN,O
have,VBP,O
been,VBN,O
reported,VBN,O
in,IN,O
patients,NNS,O
